City,Temperature,Latitude,City_ID,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
forio,,,122.0,75.0,IT,1558378777.0,77.0,40.73,13.86,62.6,6.93
russkaya polyana,,,123.0,100.0,RU,1558378777.0,80.0,53.78,73.88,45.24,6.76
san felipe,,,124.0,37.0,CL,1558378777.0,95.0,-32.75,-70.73,51.01,1.01
lokosovo,,,128.0,100.0,RU,1558378778.0,68.0,61.13,74.84,44.52,9.17
cravo norte,,,130.0,100.0,CO,1558378778.0,67.0,6.3,-70.2,85.02,3.09
motygino,,,131.0,85.0,RU,1558378778.0,84.0,58.18,94.69,49.2,5.23
west wendover,,,132.0,40.0,US,1558378779.0,66.0,40.74,-114.07,51.8,4.7
melfi,,,134.0,20.0,IT,1558378779.0,87.0,41.0,15.66,59.0,10.29
kibaya,,,135.0,75.0,RW,1558378779.0,88.0,-2.2,30.56,66.2,3.36
lavrentiya,,,137.0,31.0,RU,1558378780.0,95.0,65.58,-170.99,28.32,6.4
morondava,,,138.0,0.0,MG,1558378780.0,69.0,-20.3,44.28,79.08,9.06
sanchazi,,,141.0,0.0,CN,1558378781.0,82.0,30.43,103.62,64.4,2.24
sarai mir,,,142.0,0.0,IN,1558378781.0,35.0,26.02,82.92,86.0,3.36
yichun,,,143.0,89.0,CN,1558378781.0,98.0,47.72,128.88,41.64,3.58
plainview,,,144.0,40.0,US,1558378590.0,37.0,34.18,-101.71,84.99,18.34
nardaran,,,146.0,40.0,AZ,1558378782.0,52.0,40.56,50.01,66.2,19.46
nagua,,,147.0,75.0,DO,1558378782.0,70.0,19.37,-69.85,89.6,6.93
ibra,,,148.0,100.0,OM,1558378782.0,41.0,22.69,58.55,87.18,17.4
ganzhou,,,149.0,1.0,CN,1558378783.0,66.0,25.86,114.93,64.32,3.42
sinnamary,,,152.0,100.0,GF,1558378783.0,81.0,5.38,-52.96,82.5,10.96
porto novo,,,153.0,20.0,BR,1558378783.0,53.0,-23.68,-45.44,77.0,4.7
bjornevatn,,,155.0,75.0,NO,1558378688.0,93.0,69.67,29.98,37.4,20.8
charlestown,,,157.0,1.0,US,1558378784.0,64.0,41.38,-71.64,87.01,12.75
trat,,,158.0,93.0,TH,1558378784.0,70.0,12.25,102.51,91.0,1.88
manado,,,159.0,40.0,ID,1558378784.0,100.0,1.49,124.85,73.4,4.97
trapani,,,160.0,20.0,IT,1558378785.0,72.0,38.02,12.54,66.2,17.22
brainerd,,,166.0,1.0,US,1558378527.0,40.0,46.36,-94.2,63.0,5.82
straumen,,,168.0,0.0,NO,1558378786.0,52.0,63.87,11.3,68.0,9.17
camacha,,,169.0,40.0,PT,1558378786.0,72.0,33.08,-16.33,68.0,14.99
vitim,,,171.0,81.0,RU,1558378786.0,83.0,59.44,112.57,37.32,2.98
antsohihy,,,172.0,100.0,MG,1558378786.0,74.0,-14.88,47.99,80.7,5.35
la esperanza,,,174.0,75.0,HN,1558378787.0,62.0,14.31,-88.18,87.8,4.7
nador,,,176.0,0.0,MA,1558378499.0,40.0,35.17,-2.93,75.2,6.93
keflavik,,,177.0,75.0,IS,1558378788.0,100.0,64.0,-22.56,51.01,9.17
le marin,,,180.0,75.0,MQ,1558378788.0,62.0,14.47,-60.87,87.8,19.46
monrovia,,,183.0,40.0,LR,1558378789.0,79.0,6.33,-10.8,84.2,9.17
burnie,,,184.0,76.0,AU,1558378789.0,87.0,-41.05,145.91,53.01,5.99
yamada,,,186.0,75.0,JP,1558378789.0,93.0,36.58,137.08,63.0,2.24
mackay,,,187.0,20.0,CA,1558378789.0,28.0,53.65,-115.58,59.0,20.8
saint-georges,,,190.0,94.0,CA,1558378595.0,76.0,46.12,-70.67,71.01,8.99
naryan-mar,,,191.0,0.0,RU,1558378791.0,90.0,67.67,53.09,27.24,8.19
grand baie,,,198.0,75.0,MU,1558378661.0,74.0,-20.02,57.58,78.8,11.41
kaabong,,,199.0,100.0,UG,1558378792.0,92.0,3.51,34.14,64.86,2.91
luanda,,,201.0,20.0,AO,1558378792.0,78.0,-8.83,13.24,78.8,6.93
hutang,,,205.0,4.0,CN,1558378793.0,71.0,29.22,119.85,59.1,3.31
namioka,,,206.0,75.0,JP,1558378793.0,52.0,40.71,140.59,68.0,11.41
san rafael del sur,,,208.0,40.0,NI,1558378793.0,49.0,11.85,-86.44,91.4,13.87
labuhan,,,211.0,18.0,ID,1558378794.0,86.0,-2.54,115.51,75.48,2.8
pesca,,,213.0,96.0,CO,1558378794.0,68.0,5.56,-73.05,62.52,7.76
mount isa,,,214.0,0.0,AU,1558378794.0,56.0,-20.73,139.49,68.0,6.93
dublin,,,217.0,75.0,IE,1558378538.0,81.0,53.35,-6.26,57.99,5.82
beisfjord,,,219.0,0.0,NO,1558378796.0,51.0,68.38,17.6,60.8,11.41
ust-tsilma,,,220.0,0.0,RU,1558378796.0,58.0,65.44,52.15,35.88,6.11
koronowo,,,223.0,20.0,PL,1558378736.0,60.0,53.31,17.94,71.01,3.36
ekimchan,,,224.0,100.0,RU,1558378797.0,87.0,53.07,132.94,43.26,10.4
saint-denis,,,226.0,0.0,FR,1558378797.0,67.0,48.94,2.36,64.4,10.29
tabas,,,227.0,100.0,IR,1558378798.0,18.0,33.6,56.92,89.6,9.17
aketi,,,229.0,100.0,CD,1558378804.0,96.0,2.74,23.78,72.6,1.03
moses lake,,,230.0,1.0,US,1558378804.0,22.0,47.13,-119.28,69.8,13.87
mocuba,,,231.0,1.0,MZ,1558378804.0,90.0,-16.84,36.99,65.76,2.42
san juan del sur,,,233.0,40.0,NI,1558378808.0,74.0,11.25,-85.87,84.2,10.2
katobu,,,234.0,17.0,ID,1558378814.0,93.0,-4.94,122.53,75.66,1.54
banjar,,,235.0,86.0,ID,1558378616.0,98.0,-7.37,108.54,73.86,1.14
andradas,,,237.0,20.0,BR,1558378535.0,56.0,-22.07,-46.57,79.0,6.93
bose,,,238.0,75.0,IT,1558378816.0,72.0,45.46,8.01,64.4,2.24
manzhouli,,,239.0,35.0,CN,1558378819.0,45.0,49.6,117.43,45.24,13.67
lockhart,,,240.0,75.0,AU,1558378821.0,76.0,-35.22,146.72,55.4,3.36
anadyr,,,241.0,75.0,RU,1558378821.0,74.0,64.73,177.51,30.2,6.71
buchach,,,243.0,75.0,UA,1558378822.0,100.0,49.06,25.39,70.0,2.24
pasni,,,244.0,0.0,PK,1558378823.0,52.0,25.26,63.48,86.82,9.17
okha,,,246.0,100.0,RU,1558378823.0,96.0,53.59,142.95,40.38,13.62
puerto escondido,,,247.0,5.0,MX,1558378824.0,66.0,15.86,-97.07,86.0,9.17
kajaani,,,252.0,0.0,FI,1558378827.0,62.0,64.22,27.73,59.0,6.93
murray bridge,,,253.0,100.0,AU,1558378827.0,89.0,-35.12,139.28,55.99,1.01
tagusao,,,255.0,92.0,PH,1558378828.0,71.0,9.19,117.81,84.12,2.57
cobija,,,256.0,75.0,BR,1558378828.0,55.0,-11.02,-68.77,89.6,3.36
pahrump,,,260.0,75.0,US,1558378834.0,41.0,36.21,-115.98,68.0,11.5
fort frances,,,261.0,1.0,CA,1558378834.0,38.0,48.61,-93.4,63.0,9.17
umtata,,,262.0,0.0,ZA,1558378835.0,51.0,-31.59,28.78,60.8,17.22
saint-leu,,,264.0,68.0,RE,1558378835.0,88.0,-21.15,55.28,78.01,3.36
jalu,,,265.0,73.0,LY,1558378836.0,5.0,29.03,21.55,100.14,11.07
alice springs,,,266.0,1.0,AU,1558378836.0,93.0,-23.7,133.88,57.2,3.36
zaraza,,,267.0,97.0,VE,1558378836.0,22.0,9.35,-65.33,101.04,8.61
bodden town,,,269.0,75.0,KY,1558378836.0,88.0,19.28,-81.25,84.99,4.7
griffith,,,270.0,13.0,AU,1558378837.0,82.0,-34.29,146.06,55.4,5.82
santa rosa,,,273.0,100.0,AR,1558378839.0,78.0,-36.62,-64.29,49.38,13.94
goderich,,,274.0,96.0,CA,1558378839.0,87.0,43.74,-81.71,52.0,13.0
rabo de peixe,,,276.0,40.0,PT,1558378839.0,88.0,37.8,-25.58,66.2,12.75
soyo,,,277.0,20.0,AO,1558378792.0,88.0,-6.13,12.37,80.6,9.17
cayenne,,,278.0,40.0,GF,1558378571.0,70.0,4.94,-52.33,86.0,14.99
slave lake,,,282.0,1.0,CA,1558378673.0,25.0,55.28,-114.77,62.6,17.22
christchurch,,,283.0,1.0,NZ,1558378744.0,100.0,-43.53,172.64,51.01,3.36
kibakwe,,,284.0,46.0,TZ,1558378841.0,74.0,-6.71,36.37,69.54,5.44
san andres,,,286.0,58.0,PH,1558378815.0,82.0,13.32,122.68,81.78,2.89
san quintin,,,288.0,95.0,PH,1558378841.0,76.0,17.54,120.52,78.72,3.62
union,,,289.0,90.0,US,1558378842.0,100.0,47.36,-123.1,57.2,8.05
dudinka,,,290.0,75.0,RU,1558378842.0,92.0,69.41,86.18,15.8,29.08
madikeri,,,292.0,75.0,IN,1558378843.0,89.0,12.42,75.74,84.2,2.24
takoradi,,,294.0,100.0,GH,1558378843.0,85.0,4.89,-1.75,78.9,3.56
lokomotivnyy,,,295.0,38.0,RU,1558378843.0,61.0,53.01,60.57,41.1,9.42
khash,,,296.0,32.0,IR,1558378844.0,43.0,28.22,61.21,68.28,12.5
mogok,,,297.0,0.0,MM,1558378844.0,51.0,22.92,96.51,72.24,2.77
mikkeli,,,298.0,0.0,FI,1558378844.0,59.0,61.69,27.27,62.6,6.93
jiuquan,,,299.0,0.0,CN,1558378844.0,14.0,39.73,98.49,59.64,5.5
betafo,,,300.0,9.0,MG,1558378845.0,92.0,-19.84,46.86,58.2,3.47
aitape,,,301.0,100.0,PG,1558378845.0,87.0,-3.15,142.36,77.64,3.96
alofi,,,302.0,75.0,NU,1558378845.0,94.0,-19.06,-169.92,75.2,6.93
kvarkeno,,,304.0,77.0,RU,1558378845.0,56.0,52.08,59.73,44.88,8.21
chunhuhub,,,306.0,5.0,MX,1558378846.0,35.0,19.59,-88.59,96.72,7.02
nioro,,,308.0,76.0,GM,1558378846.0,15.0,13.79,-15.05,101.4,6.02
balkanabat,,,311.0,99.0,TM,1558378846.0,41.0,39.51,54.36,79.8,6.69
syumsi,,,312.0,90.0,RU,1558378847.0,66.0,57.11,51.61,43.08,6.91
loukhi,,,313.0,100.0,RU,1558378847.0,75.0,66.08,33.04,38.04,9.91
baruun-urt,,,314.0,0.0,MN,1558378847.0,48.0,46.68,113.28,44.88,5.32
miraflores,,,315.0,99.0,CO,1558378848.0,60.0,5.2,-73.14,68.64,5.44
gunjur,,,316.0,0.0,GM,1558378848.0,61.0,13.18,-16.76,80.6,9.17
wajima,,,317.0,100.0,JP,1558378849.0,94.0,37.4,136.9,63.78,13.53
banfora,,,320.0,77.0,BF,1558378849.0,56.0,10.64,-4.75,91.14,4.7
mandera,,,321.0,69.0,ET,1558378731.0,47.0,3.94,41.86,87.18,8.03
tshikapa,,,322.0,99.0,CD,1558378849.0,58.0,-6.42,20.79,79.62,2.15
juneau,,,323.0,75.0,US,1558378850.0,71.0,58.3,-134.42,57.2,11.41
sidney,,,324.0,1.0,US,1558378850.0,26.0,47.72,-104.16,61.0,14.99
edd,,,325.0,50.0,ER,1558378850.0,49.0,13.93,41.69,93.3,9.69
kizukuri,,,327.0,100.0,JP,1558378851.0,59.0,40.81,140.39,68.0,1.01
vung tau,,,328.0,77.0,VN,1558378714.0,77.0,10.35,107.08,85.2,10.58
mahon,,,329.0,75.0,IE,1558378851.0,71.0,51.89,-8.4,57.0,9.17
biltine,,,330.0,93.0,TD,1558378853.0,13.0,14.53,20.93,101.76,6.87
ishigaki,,,331.0,69.0,JP,1558378853.0,73.0,24.34,124.16,76.2,24.34
morant bay,,,332.0,20.0,JM,1558378853.0,62.0,17.88,-76.41,86.0,23.04
raduzhnyy,,,333.0,100.0,RU,1558378853.0,93.0,62.1,77.47,39.3,9.86
san patricio,,,334.0,94.0,PY,1558378853.0,82.0,-26.98,-56.83,76.74,7.49
hulan ergi,,,335.0,100.0,CN,1558378853.0,85.0,47.2,123.63,48.48,15.26
thayetmyo,,,336.0,81.0,MM,1558378854.0,61.0,19.32,95.18,88.26,7.07
port shepstone,,,338.0,2.0,ZA,1558378854.0,47.0,-30.74,30.45,69.54,5.32
tautira,,,339.0,20.0,PF,1558378854.0,70.0,-17.73,-149.15,84.2,10.29
la libertad,,,340.0,0.0,PE,1558378855.0,36.0,-16.38,-71.56,64.4,8.05
raymond,,,341.0,40.0,US,1558378580.0,48.0,43.04,-71.18,84.99,12.75
yar-sale,,,343.0,100.0,RU,1558378855.0,90.0,66.83,70.83,24.9,17.43
iwanai,,,344.0,100.0,JP,1558378855.0,87.0,42.97,140.51,56.04,11.32
eseka,,,345.0,100.0,CM,1558378855.0,91.0,3.65,10.77,76.92,3.13
chiredzi,,,346.0,0.0,ZW,1558378856.0,42.0,-21.05,31.67,65.76,0.78
tigil,,,347.0,33.0,RU,1558378856.0,92.0,57.8,158.67,36.6,4.59
muzhi,,,349.0,100.0,RU,1558378856.0,85.0,65.4,64.7,30.3,11.63
biak,,,352.0,81.0,ID,1558378857.0,98.0,-0.91,122.88,65.4,3.27
daru,,,354.0,78.0,SL,1558378857.0,89.0,7.99,-10.85,79.62,3.6
onokhoy,,,355.0,33.0,RU,1558378857.0,51.0,51.92,108.05,37.4,2.24
leh,,,356.0,33.0,IN,1558378857.0,51.0,34.16,77.58,25.8,3.58
alyangula,,,358.0,100.0,AU,1558378858.0,100.0,-13.85,136.42,71.6,3.36
sorland,,,359.0,0.0,NO,1558378858.0,71.0,67.67,12.69,53.6,5.82
boyolangu,,,361.0,80.0,ID,1558378858.0,89.0,-8.09,111.9,74.76,4.65
datong,,,362.0,0.0,CN,1558378858.0,23.0,40.09,113.3,55.32,9.44
ulladulla,,,365.0,0.0,AU,1558378859.0,62.0,-35.36,150.48,60.01,11.41
ust-barguzin,,,366.0,27.0,RU,1558378859.0,60.0,53.41,109.03,36.06,2.42
pampierstad,,,367.0,0.0,ZA,1558378859.0,23.0,-27.78,24.69,67.02,10.38
zyryanovsk,,,368.0,100.0,KZ,1558378588.0,88.0,49.74,84.27,48.84,1.81
cooma,,,369.0,11.0,AU,1558378860.0,71.0,-36.24,149.13,53.6,10.29
sfantu gheorghe,,,370.0,40.0,RO,1558378860.0,93.0,44.65,26.83,66.2,10.29
carballo,,,371.0,0.0,ES,1558378860.0,44.0,43.21,-8.69,63.0,5.82
novonukutskiy,,,373.0,96.0,RU,1558378861.0,40.0,53.7,102.71,56.04,4.81
reguengos de monsaraz,,,374.0,20.0,PT,1558378861.0,49.0,38.42,-7.53,71.6,14.99
ocean city,,,375.0,40.0,US,1558378788.0,66.0,30.44,-86.61,93.0,13.87
qinhuangdao,,,376.0,0.0,CN,1558378861.0,40.0,39.94,119.59,57.48,8.41
muskegon,,,377.0,90.0,US,1558378605.0,70.0,43.23,-86.25,50.0,12.75
kargasok,,,378.0,82.0,RU,1558378862.0,79.0,59.06,80.87,43.08,8.63
kayseri,,,380.0,40.0,TR,1558378862.0,48.0,38.73,35.48,66.2,3.36
quanzhou,,,381.0,35.0,CN,1558378863.0,88.0,24.9,118.59,69.8,6.71
nago,,,382.0,40.0,IT,1558378863.0,93.0,45.88,10.89,60.01,3.36
medicine hat,,,383.0,75.0,CA,1558378863.0,32.0,50.04,-110.68,55.4,14.99
santa maria,,,385.0,99.0,BR,1558378868.0,85.0,-29.69,-53.81,71.16,5.95
north bend,,,386.0,40.0,US,1558378869.0,58.0,43.41,-124.22,63.0,12.75
el alto,,,387.0,75.0,BO,1558378857.0,19.0,-16.5,-68.19,57.2,14.99
la ronge,,,390.0,40.0,CA,1558378869.0,33.0,55.1,-105.3,62.6,10.29
westport,,,392.0,20.0,IE,1558378845.0,66.0,53.8,-9.52,55.99,9.17
juiz de fora,,,393.0,20.0,BR,1558378833.0,44.0,-21.76,-43.35,75.2,8.05
half moon bay,,,395.0,90.0,US,1558378692.0,67.0,37.46,-122.43,62.01,9.17
xining,,,399.0,76.0,CN,1558378797.0,47.0,36.62,101.77,44.7,1.21
kieta,,,400.0,97.0,PG,1558378871.0,72.0,-6.22,155.63,82.5,4.09
kalabo,,,401.0,47.0,ZM,1558378871.0,42.0,-15.0,22.67,69.9,4.72
sambava,,,402.0,7.0,MG,1558378871.0,99.0,-14.27,50.17,70.98,1.5
wawa,,,403.0,90.0,NG,1558378872.0,38.0,9.9,4.41,94.92,4.88
manama,,,404.0,0.0,AE,1558378872.0,52.0,25.33,56.02,91.4,14.99
labuan,,,405.0,75.0,BN,1558378808.0,88.0,5.28,115.24,80.6,5.21
wexford,,,406.0,75.0,US,1558378845.0,53.0,40.63,-80.06,75.99,19.46
kyren,,,407.0,100.0,RU,1558378872.0,57.0,51.68,102.13,38.04,5.79
boquira,,,408.0,20.0,BR,1558378872.0,40.0,-12.82,-42.73,88.62,5.1
bathsheba,,,409.0,20.0,BB,1558378792.0,58.0,13.22,-59.52,86.0,18.34
ogbomosho,,,410.0,97.0,NG,1558378873.0,61.0,8.13,4.25,84.66,8.72
diu,,,412.0,0.0,IN,1558378873.0,75.0,20.71,70.98,83.04,12.82
shebalino,,,413.0,100.0,RU,1558378873.0,68.0,51.29,85.68,53.52,7.29
kalat,,,414.0,47.0,PK,1558378846.0,44.0,29.03,66.58,66.84,4.0
hare bay,,,415.0,75.0,CA,1558378874.0,64.0,48.86,-53.99,46.0,17.22
kirkuk,,,416.0,0.0,IQ,1558378874.0,16.0,35.47,44.4,86.82,7.36
tabou,,,417.0,84.0,CI,1558378874.0,82.0,4.42,-7.36,80.88,4.9
isangel,,,420.0,13.0,VU,1558378875.0,76.0,-19.55,169.27,74.76,20.18
susuman,,,422.0,0.0,RU,1558378875.0,75.0,62.78,148.15,22.38,3.15
plattling,,,423.0,100.0,DE,1558378876.0,86.0,48.78,12.88,55.99,3.71
arenapolis,,,424.0,27.0,BR,1558378876.0,34.0,-14.45,-56.85,89.52,3.94
tocopilla,,,425.0,79.0,CL,1558378876.0,94.0,-22.09,-70.2,61.8,17.07
arroyo,,,426.0,75.0,US,1558378876.0,49.0,41.39,-78.88,75.0,21.92
hastings,,,427.0,0.0,NZ,1558378877.0,93.0,-39.64,176.84,42.18,2.64
okhotsk,,,428.0,87.0,RU,1558378877.0,77.0,59.36,143.24,41.46,6.53
cartagena del chaira,,,431.0,98.0,CO,1558378878.0,89.0,1.33,-74.84,79.62,3.22
macau,,,432.0,70.0,BR,1558378878.0,65.0,-5.11,-36.64,86.1,13.85
svodin,,,433.0,0.0,SK,1558378878.0,72.0,47.91,18.5,63.0,6.93
dong xoai,,,435.0,100.0,VN,1558378870.0,71.0,11.53,106.92,83.76,5.44
zaysan,,,436.0,43.0,KZ,1558378879.0,47.0,47.47,84.87,59.46,10.83
waipawa,,,438.0,0.0,NZ,1558378879.0,93.0,-39.94,176.59,33.01,2.64
vila do maio,,,439.0,20.0,CV,1558378879.0,54.0,15.13,-23.22,80.6,13.87
russkiy aktash,,,441.0,20.0,RU,1558378880.0,80.0,55.04,52.12,41.0,11.18
kokstad,,,442.0,51.0,ZA,1558378831.0,33.0,-30.55,29.42,57.12,3.65
lucapa,,,443.0,65.0,AO,1558378880.0,48.0,-8.42,20.74,78.36,2.73
birjand,,,444.0,0.0,IR,1558378880.0,26.0,32.86,59.22,71.6,9.17
ingham,,,445.0,24.0,AU,1558378880.0,97.0,-18.65,146.16,64.32,3.29
tilichiki,,,447.0,99.0,RU,1558378881.0,87.0,60.47,166.1,33.9,4.41
doha,,,448.0,15.0,QA,1558378609.0,78.0,25.29,51.53,84.2,2.24
makakilo city,,,449.0,75.0,US,1558378845.0,69.0,21.35,-158.09,82.99,11.41
anan,,,451.0,90.0,JP,1558378881.0,93.0,33.91,134.64,66.2,5.82
thanatpin,,,453.0,75.0,MM,1558378882.0,83.0,17.29,96.58,82.4,4.7
altagracia de orituco,,,454.0,96.0,VE,1558378882.0,33.0,9.86,-66.38,89.52,5.26
anqing,,,455.0,55.0,CN,1558378882.0,34.0,30.51,117.04,64.68,4.05
lahaina,,,457.0,20.0,US,1558378883.0,61.0,20.87,-156.68,82.4,11.41
hereford,,,458.0,40.0,GB,1558378883.0,59.0,52.06,-2.72,64.0,3.36
san ramon de la nueva oran,,,459.0,100.0,AR,1558378883.0,97.0,-23.13,-64.33,63.42,2.13
manuk mangkaw,,,460.0,99.0,PH,1558378883.0,68.0,4.8,119.85,86.1,5.57
prainha,,,461.0,100.0,BR,1558378652.0,69.0,-1.8,-53.48,86.1,4.14
pacific grove,,,462.0,90.0,US,1558378883.0,77.0,36.62,-121.92,64.0,4.7
tam ky,,,463.0,20.0,VN,1558378884.0,78.0,15.57,108.48,82.4,4.7
atasu,,,464.0,100.0,KZ,1558378884.0,52.0,48.68,71.64,55.32,12.21
seshcha,,,465.0,1.0,RU,1558378884.0,72.0,53.73,33.34,61.62,6.11
norilsk,,,466.0,75.0,RU,1558378884.0,92.0,69.35,88.2,15.8,29.08
los teques,,,467.0,40.0,VE,1558378674.0,66.0,10.35,-67.04,87.01,3.36
san ramon,,,469.0,75.0,NI,1558378828.0,65.0,12.92,-85.84,77.0,5.55
horta,,,470.0,40.0,ES,1558378885.0,72.0,41.43,2.16,64.99,6.93
sawtell,,,472.0,90.0,AU,1558378885.0,93.0,-30.38,153.1,57.2,3.36
seoul,,,473.0,1.0,KR,1558378758.0,93.0,37.57,126.98,55.4,4.7
plettenberg bay,,,474.0,98.0,ZA,1558378886.0,74.0,-34.05,23.37,55.32,7.18
oranjestad,,,475.0,20.0,AW,1558378652.0,62.0,12.52,-70.03,87.8,25.28
bundaberg,,,477.0,0.0,AU,1558378886.0,93.0,-24.87,152.35,61.0,6.93
samarinda,,,478.0,52.0,ID,1558378886.0,98.0,-0.5,117.14,75.3,2.08
zhezkazgan,,,479.0,87.0,KZ,1558378887.0,45.0,47.8,67.71,56.04,13.85
abonnema,,,480.0,75.0,NG,1558378887.0,83.0,4.71,6.79,80.6,11.41
narok,,,481.0,35.0,KE,1558378887.0,91.0,-1.09,35.87,56.76,6.64
muravlenko,,,482.0,28.0,RU,1558378887.0,89.0,63.79,74.5,34.98,7.83
talcahuano,,,484.0,40.0,CL,1558378827.0,66.0,-36.72,-73.12,55.4,6.93
san-pedro,,,485.0,92.0,CI,1558378888.0,89.0,4.75,-6.64,78.9,3.56
bismarck,,,486.0,1.0,US,1558378843.0,50.0,46.81,-100.78,60.8,16.11
pinotepa de don luis,,,487.0,21.0,MX,1558378888.0,37.0,16.43,-97.98,95.1,7.47
bonfim,,,489.0,20.0,BR,1558378888.0,39.0,-20.33,-44.24,82.4,8.05
oga,,,490.0,94.0,NG,1558378889.0,72.0,8.18,5.65,80.88,8.28
bouca,,,491.0,68.0,CF,1558378889.0,51.0,6.51,18.28,83.94,4.12
bolobo,,,492.0,95.0,CD,1558378889.0,57.0,-2.17,16.23,83.94,2.33
baylo,,,494.0,1.0,PH,1558378889.0,69.0,7.85,126.06,77.0,1.07
fuxin,,,495.0,4.0,CN,1558378889.0,40.0,42.02,121.65,56.94,11.95
chernaya kholunitsa,,,496.0,90.0,RU,1558378890.0,52.0,58.85,51.72,42.9,5.82
traverse city,,,498.0,75.0,US,1558378672.0,62.0,44.76,-85.62,54.0,14.99
champoton,,,499.0,20.0,MX,1558378890.0,39.0,19.35,-90.72,95.0,11.41
mandalgovi,,,500.0,0.0,MN,1558378890.0,36.0,45.76,106.27,48.66,1.34
delemont,,,501.0,75.0,CH,1558378890.0,93.0,47.36,7.34,57.2,11.41
chauk,,,502.0,67.0,MM,1558378891.0,41.0,20.89,94.82,91.5,5.55
kambove,,,503.0,15.0,CD,1558378891.0,91.0,-10.88,26.6,62.52,3.36
tutoia,,,504.0,75.0,BR,1558378891.0,79.0,-2.76,-42.27,86.0,6.93
babati,,,506.0,59.0,TZ,1558378891.0,97.0,-4.21,35.75,55.5,6.11
graaff-reinet,,,507.0,19.0,ZA,1558378808.0,53.0,-32.25,24.53,60.0,13.87
noumea,,,508.0,0.0,NC,1558378811.0,77.0,-22.28,166.46,64.4,2.24
pilot butte,,,509.0,40.0,CA,1558378892.0,33.0,50.48,-104.42,59.0,10.29
atar,,,510.0,1.0,MR,1558378892.0,12.0,20.52,-13.05,95.0,9.17
valenca do piaui,,,511.0,58.0,BR,1558378892.0,67.0,-6.41,-41.75,84.66,5.37
natchez,,,512.0,1.0,US,1558378892.0,74.0,31.56,-91.4,87.01,6.93
denpasar,,,513.0,20.0,ID,1558378866.0,94.0,-8.65,115.22,80.6,8.05
loikaw,,,514.0,100.0,MM,1558378892.0,85.0,19.67,97.21,69.18,3.4
madaoua,,,515.0,71.0,NE,1558378892.0,18.0,14.07,5.96,104.1,3.36
malindi,,,516.0,75.0,KE,1558378808.0,88.0,-3.22,40.12,77.0,9.17
along,,,517.0,28.0,IN,1558378893.0,92.0,28.17,94.8,53.88,4.54
bonito,,,518.0,0.0,BR,1558378893.0,49.0,-21.13,-56.49,84.3,7.72
high prairie,,,520.0,0.0,CA,1558378893.0,34.0,55.43,-116.48,61.8,16.46
high rock,,,521.0,75.0,BS,1558378893.0,83.0,26.63,-78.28,75.2,12.75
raudeberg,,,522.0,20.0,NO,1558378894.0,76.0,61.99,5.14,69.8,4.7
mogadishu,,,524.0,79.0,SO,1558378801.0,79.0,2.04,45.34,80.88,9.78
tomatlan,,,527.0,0.0,MX,1558378894.0,59.0,19.93,-105.25,84.66,7.9
lyuban,,,528.0,39.0,BY,1558378625.0,68.0,52.8,28.0,67.92,12.15
hirara,,,530.0,37.0,JP,1558378895.0,67.0,24.8,125.28,75.48,26.15
russell,,,531.0,75.0,AR,1558378895.0,71.0,-33.01,-68.8,50.0,12.75
burns lake,,,532.0,66.0,CA,1558378895.0,62.0,54.23,-125.76,56.4,5.21
hakkari,,,533.0,0.0,FI,1558378896.0,46.0,61.34,23.75,69.8,5.82
villaviciosa,,,535.0,20.0,ES,1558378896.0,71.0,43.48,-5.43,59.0,6.93
matam,,,537.0,1.0,SN,1558378897.0,14.0,15.66,-13.26,102.12,11.61
la seyne-sur-mer,,,538.0,0.0,FR,1558378897.0,72.0,43.1,5.88,69.01,2.24
palu,,,539.0,72.0,ID,1558378897.0,80.0,-0.9,119.87,78.72,3.83
talmenka,,,540.0,40.0,RU,1558378897.0,76.0,53.82,83.56,51.8,11.18
tamworth,,,541.0,64.0,AU,1558378897.0,87.0,-31.09,150.93,44.6,5.82
yabrud,,,543.0,0.0,SY,1558378840.0,32.0,33.97,36.66,80.6,8.05
paraiso,,,544.0,5.0,MX,1558378898.0,4.0,24.01,-104.61,84.2,16.11
veraval,,,545.0,0.0,FR,1558378898.0,62.0,49.65,0.71,61.0,8.05
novyy urgal,,,546.0,100.0,RU,1558378899.0,93.0,51.07,132.56,49.74,2.68
tongren,,,547.0,4.0,CN,1558378899.0,64.0,27.72,109.18,55.86,2.84
